community_id,size,internal_density,avg_degree,max_degree
20,2381,0.006747394463875428,28.816043679126416,989
7,1738,0.0004697065758258124,6.655926352128883,73
26,1658,0.009095455693686834,46.45536791314837,2468
18,1590,0.0014605127230844128,12.193710691823899,748
30,1566,0.0022270369962338675,16.697318007662837,1267
8,1510,0.004845101575974616,17.64105960264901,729
5,1419,0.000556620755394003,4.876673713883016,30
12,1400,0.00871336669049321,47.52285714285714,3324
33,1372,0.0004752760747937812,4.317055393586005,22
14,1302,0.0006789058635033196,4.546850998463902,40
10,1226,0.011407264373938809,25.21125611745514,359
6,1114,0.0002145365446066642,1.4461400359066428,8
22,1021,0.007140250811392137,16.993143976493634,423
4,987,0.0022380191988754417,7.157041540020264,101
11,943,0.000646173728422413,2.7550371155885474,17
32,922,0.004736434272847819,35.43817787418655,9458
29,916,0.007330517574629537,30.374454148471617,2343
21,915,0.0013535650655857278,12.511475409836066,218
1,891,0.00021185639163167253,1.5005611672278338,7
9,873,0.015224838950366236,23.89003436426117,1016
31,867,0.00014916984318520234,1.356401384083045,5
35,856,0.006719680821992677,33.199766355140184,7085
2,818,0.0003022567506501513,1.7689486552567237,11
16,798,0.0009591104486435663,3.600250626566416,22
0,773,0.010955901574512867,20.309184993531694,400
15,769,0.009062093628088427,20.86736020806242,398
36,746,0.00015833888119185993,1.1018766756032172,4
23,720,0.0011512903724308454,3.816666666666667,24
28,681,0.0048026258961734476,11.400881057268723,187
13,679,0.010952250620164132,12.995581737849779,178
25,667,0.0004682343512928221,3.9070464767616193,19
17,665,0.008347676419965576,9.23609022556391,253
27,659,0.00284118425725632,13.575113808801214,207
24,645,0.0006403774856757668,2.1364341085271317,11
19,565,0.00010042051088934915,1.7681415929203539,13
34,559,0.0007694231250120222,2.3506261180679786,12
3,489,0.0006621073452009789,5.032719836400818,38
