community_id,size,internal_density,avg_degree,max_degree
0,36902,0.0004229090437959722,15.621402634003577,9458
34,6,0.4,2.5,4
173,6,0.4,3.0,5
209,5,0.4,2.8,9
8,5,0.6,3.6,6
256,5,0.4,2.6,6
243,4,0.5,2.5,5
115,4,0.8333333333333334,3.5,4
90,4,0.6666666666666666,3.25,4
58,4,0.5,2.25,5
188,4,0.5,1.75,2
136,4,0.5,2.5,4
128,4,1.0,3.5,5
42,4,0.6666666666666666,2.5,4
142,4,0.5,2.0,3
337,3,1.0,2.3333333333333335,3
220,3,0.6666666666666666,2.0,3
51,3,1.0,3.3333333333333335,4
155,3,0.6666666666666666,2.0,2
77,3,0.6666666666666666,2.0,3
157,3,1.0,2.6666666666666665,3
232,3,0.6666666666666666,2.6666666666666665,4
287,3,0.6666666666666666,2.0,3
7,3,0.6666666666666666,1.6666666666666667,2
217,3,0.6666666666666666,2.3333333333333335,4
219,3,1.0,3.3333333333333335,4
105,3,1.0,2.6666666666666665,3
22,3,1.0,3.3333333333333335,4
204,3,0.6666666666666666,2.3333333333333335,4
240,3,0.6666666666666666,2.3333333333333335,3
44,3,0.6666666666666666,2.6666666666666665,4
118,3,0.6666666666666666,2.6666666666666665,4
195,3,0.6666666666666666,1.6666666666666667,2
110,3,0.6666666666666666,1.6666666666666667,2
109,3,0.6666666666666666,2.3333333333333335,3
82,3,0.6666666666666666,1.6666666666666667,2
178,3,0.6666666666666666,2.0,2
91,3,0.6666666666666666,2.3333333333333335,4
166,3,0.6666666666666666,2.3333333333333335,4
200,3,0.6666666666666666,2.0,3
221,3,0.6666666666666666,1.6666666666666667,2
197,3,0.6666666666666666,3.0,4
199,3,0.6666666666666666,2.0,3
326,3,0.6666666666666666,1.6666666666666667,2
139,3,0.6666666666666666,2.0,3
6,3,0.6666666666666666,2.0,3
225,3,0.6666666666666666,2.3333333333333335,4
15,3,1.0,3.3333333333333335,4
73,3,0.6666666666666666,2.3333333333333335,3
17,3,0.6666666666666666,1.6666666666666667,3
36,3,0.6666666666666666,1.6666666666666667,3
21,3,1.0,4.0,4
183,3,1.0,2.3333333333333335,3
49,3,0.6666666666666666,2.3333333333333335,3
180,3,0.6666666666666666,2.3333333333333335,4
270,3,0.6666666666666666,2.3333333333333335,4
37,3,0.6666666666666666,2.3333333333333335,4
210,3,1.0,3.0,4
45,3,0.6666666666666666,1.6666666666666667,2
46,3,1.0,2.3333333333333335,3
89,3,1.0,2.3333333333333335,3
88,3,0.6666666666666666,1.6666666666666667,3
10,3,0.6666666666666666,2.3333333333333335,3
207,3,1.0,2.6666666666666665,4
23,3,0.6666666666666666,2.6666666666666665,4
113,3,1.0,3.3333333333333335,4
12,3,0.6666666666666666,2.3333333333333335,4
94,3,0.6666666666666666,2.3333333333333335,3
320,3,1.0,2.3333333333333335,3
163,3,0.6666666666666666,2.0,4
59,3,0.6666666666666666,2.0,3
340,3,0.6666666666666666,2.0,2
151,3,0.6666666666666666,1.6666666666666667,3
264,3,1.0,3.0,4
114,3,0.6666666666666666,1.6666666666666667,3
245,3,0.6666666666666666,2.3333333333333335,3
338,3,0.6666666666666666,1.6666666666666667,2
29,3,0.6666666666666666,2.0,2
100,3,0.6666666666666666,2.3333333333333335,4
31,3,0.6666666666666666,2.6666666666666665,4
95,3,1.0,2.6666666666666665,3
69,3,0.6666666666666666,2.3333333333333335,4
246,3,1.0,3.0,4
130,3,0.6666666666666666,2.0,3
300,2,1.0,1.5,2
56,2,1.0,2.0,2
274,2,1.0,1.5,2
250,2,1.0,2.0,2
60,2,1.0,2.0,2
275,2,1.0,1.5,2
164,2,1.0,2.0,2
156,2,1.0,2.0,2
202,2,1.0,1.5,2
248,2,1.0,1.5,2
277,2,1.0,1.5,2
19,2,1.0,2.0,2
99,2,1.0,1.5,2
35,2,1.0,1.5,2
20,2,1.0,1.5,2
276,2,1.0,1.5,2
306,2,1.0,1.5,2
80,2,1.0,2.0,2
291,2,1.0,2.0,2
279,2,1.0,1.5,2
288,2,1.0,1.5,2
289,2,1.0,2.0,2
206,2,1.0,1.5,2
154,2,1.0,2.0,2
292,2,1.0,1.5,2
239,2,1.0,2.0,2
293,2,1.0,1.5,2
257,2,1.0,1.5,2
309,2,1.0,1.5,2
294,2,1.0,2.0,2
273,2,1.0,1.5,2
296,2,1.0,1.5,2
57,2,1.0,2.0,2
317,2,1.0,1.5,2
280,2,1.0,1.5,2
298,2,1.0,2.0,2
299,2,1.0,1.5,2
285,2,1.0,1.5,2
284,2,1.0,2.0,2
301,2,1.0,1.5,2
98,2,1.0,1.5,2
283,2,1.0,1.5,2
330,2,1.0,1.5,2
278,2,1.0,1.5,2
303,2,1.0,1.5,2
48,2,1.0,2.0,2
333,2,1.0,1.5,2
308,2,1.0,1.5,2
281,2,1.0,1.5,2
329,2,1.0,1.5,2
161,2,1.0,1.5,2
318,2,1.0,1.5,2
131,2,1.0,2.0,2
222,2,1.0,1.5,2
121,2,1.0,2.0,3
286,2,1.0,2.0,2
236,2,1.0,2.0,2
312,2,1.0,2.0,3
332,2,1.0,1.5,2
253,2,1.0,1.5,2
149,2,1.0,2.0,2
304,2,1.0,2.0,2
290,2,1.0,1.5,2
112,2,1.0,2.0,2
9,2,1.0,2.0,2
319,2,1.0,1.5,2
158,2,1.0,1.5,2
241,2,1.0,2.0,2
104,2,1.0,1.5,2
339,2,1.0,1.5,2
111,2,1.0,1.5,2
172,2,1.0,1.5,2
140,2,1.0,2.0,2
347,2,1.0,2.0,2
120,2,1.0,2.0,2
230,2,1.0,1.5,2
305,2,1.0,1.5,2
224,2,1.0,1.5,2
251,2,1.0,1.5,2
343,2,1.0,1.5,2
328,2,1.0,1.5,2
167,2,1.0,1.5,2
346,2,1.0,1.5,2
260,2,1.0,2.0,2
342,2,1.0,2.0,2
325,2,1.0,1.5,2
311,2,1.0,1.5,2
295,2,1.0,1.5,2
122,2,1.0,2.0,2
233,2,1.0,2.0,2
315,2,1.0,1.5,2
313,2,1.0,1.5,2
252,2,1.0,2.0,2
107,2,1.0,1.5,2
119,2,1.0,1.5,2
196,2,1.0,1.5,2
153,2,1.0,1.5,2
345,2,1.0,1.5,2
137,2,1.0,1.5,2
321,2,1.0,1.5,2
314,2,1.0,1.5,2
310,2,1.0,1.5,2
331,2,1.0,1.5,2
322,2,1.0,1.5,2
297,2,1.0,1.5,2
228,2,1.0,1.5,2
266,2,1.0,2.0,2
61,2,1.0,1.5,2
218,2,1.0,2.0,2
324,2,1.0,1.5,2
52,2,1.0,2.0,2
344,2,1.0,2.0,2
323,2,1.0,1.5,2
198,2,1.0,2.0,2
234,2,1.0,2.0,2
307,2,1.0,1.5,2
168,2,1.0,2.0,2
146,2,1.0,2.0,2
272,2,1.0,1.5,2
106,2,1.0,1.5,2
18,2,1.0,2.0,2
141,2,1.0,1.5,2
83,2,1.0,2.0,2
135,2,1.0,2.0,2
133,2,1.0,1.5,2
132,2,1.0,1.5,2
129,2,1.0,2.0,2
27,2,1.0,2.0,2
127,2,1.0,2.0,2
125,2,1.0,1.5,2
33,2,1.0,1.5,2
117,2,1.0,1.5,2
247,2,1.0,1.5,2
265,2,1.0,2.0,2
116,2,1.0,1.5,2
143,2,1.0,1.5,2
144,2,1.0,2.0,2
145,2,1.0,1.5,2
108,2,1.0,1.5,2
341,2,1.0,1.5,2
177,2,1.0,2.0,2
213,2,1.0,2.0,2
176,2,1.0,2.0,2
175,2,1.0,1.5,2
174,2,1.0,1.5,2
162,2,1.0,1.5,2
147,2,1.0,1.5,2
123,2,1.0,1.5,2
191,2,1.0,1.5,2
152,2,1.0,2.0,2
148,2,1.0,1.5,2
103,2,1.0,1.5,2
76,2,1.0,2.0,2
53,2,1.0,1.5,2
102,2,1.0,1.5,2
271,2,1.0,1.5,2
215,2,1.0,1.5,2
40,2,1.0,1.5,2
39,2,1.0,1.5,2
38,2,1.0,1.5,2
32,2,1.0,1.5,2
30,2,1.0,1.5,2
28,2,1.0,1.5,2
26,2,1.0,2.0,2
25,2,1.0,2.0,2
150,2,1.0,1.5,2
134,2,1.0,1.5,2
335,2,1.0,1.5,2
16,2,1.0,1.5,2
14,2,1.0,1.5,2
11,2,1.0,1.5,2
5,2,1.0,2.0,2
43,2,1.0,1.5,2
62,2,1.0,2.0,2
63,2,1.0,2.0,2
78,2,1.0,2.0,2
185,2,1.0,1.5,2
97,2,1.0,2.0,2
93,2,1.0,2.0,2
86,2,1.0,1.5,2
50,2,1.0,2.0,2
79,2,1.0,2.0,2
74,2,1.0,2.0,2
64,2,1.0,1.5,2
72,2,1.0,2.0,2
71,2,1.0,1.5,2
70,2,1.0,1.5,2
68,2,1.0,1.5,2
