community_id,size,internal_density,avg_degree,max_degree
0,8811,0.0008802844344682655,15.561343774826922,1797
6,5774,0.0012344411603746907,20.334949774852788,3324
16,3337,0.0019370778474613176,12.14474078513635,423
32,2512,0.005094146265983811,22.509156050955415,1016
35,2467,0.0012413657521785542,13.940818808269153,7085
5,2403,0.0015893954372188802,17.64128173116937,9458
14,2061,0.0019521110969790327,17.680737506065018,489
9,1549,0.0024713785504693365,13.53582956746288,1347
13,1465,0.0033877916410227716,12.38566552901024,729
7,951,0.005833194974818751,10.812828601472134,176
3,882,0.004679283745280178,15.239229024943311,441
22,659,0.0049121123928213975,10.572078907435507,187
25,584,0.01260015507883174,12.684931506849315,215
1,514,0.001448714739724365,9.865758754863814,163
36,476,0.003405572755417957,9.67436974789916,267
8,447,0.016412355413769925,13.760626398210292,243
11,377,0.017311925052203848,11.517241379310345,133
29,279,0.03610015213635543,16.136200716845877,207
4,240,0.003417015341701534,9.025,304
21,140,0.007297019527235354,4.05,26
31,136,0.006427015250544663,3.7794117647058822,30
20,135,0.005085682697622996,3.1037037037037036,22
19,132,0.006476983576220218,4.098484848484849,30
28,128,0.01328740157480315,5.0859375,37
33,127,0.010373703287089114,5.47244094488189,91
18,127,0.0064991876015498065,4.283464566929134,31
17,120,0.007983193277310924,4.216666666666667,47
15,115,0.02349351639969489,6.260869565217392,44
10,115,0.009000762776506483,5.356521739130435,103
23,103,0.009137635636778984,3.796116504854369,46
34,91,0.019536019536019536,5.34065934065934,22
26,90,0.007990012484394507,3.3444444444444446,33
2,87,0.035551991446137396,6.609195402298851,36
30,73,0.0471841704718417,9.054794520547945,71
12,69,0.022591645353793693,5.579710144927536,43
27,68,0.022388059701492536,5.705882352941177,44
24,56,0.01818181818181818,3.1964285714285716,13
